publisher,ID_Nicolas,product_url,title,title 1,title 1 1,title1.0,title1.0 2,title 2,title2,N_volume,product_id,n_reprint,price_full,price_actual,release_date,author,Disegnatore,pages,size,size 2,contents,binding,colors,isbn,genere,description,img_file,details_volume
jpop,,https://www.j-pop.it/barbara/5310-barbara-001.html,Barbara 001,Barbara,Barbara,Barbara 001,,1,barbara001,1,5310,1,12.50,12.50,,Moto Hagio,,0,,,,,,9788834900543,"Shojo, Classici, Moto Hagio, Onirico","“Barbara”, un nome misterioso che sconvolge le vite di coloro che lo sentono. È un’isola magica, dove i bambini possono volare? O un segreto legato a un omicidio raccapricciante? La sua origine affonda nella tragedia di Aoba, trovata addormentata tra i cadaveri dei suoi genitori, i resti dei cuori di entrambi nello stomaco. Mentre la bambina, incapace di risvegliarsi, sembra in grado di dare forma alle sue fantasie con esiti letali, intorno a lei tramano eccentrici scienziati, presenze enigmatiche e oniropiloti stregati dal suo potere.",https://www.j-pop.it/5204-thickbox_default/barbara-001.jpg,
jpop,,https://www.j-pop.it/tokyo-after-hours/5309-tokyo-after-hours-box-1-3.html,Tokyo After Hours - BOX (1-3),Tokyo After Hours - BOX (1-3),Tokyo After Hours ,Tokyo After Hours ,,,tokyoafterhours-box(1-3),,5309,1,20.70,20.70,,Yutha Nishio,,0,,,,,,9788834901649,"Drama, Yuri, musica","Rapite dalla musica e dalla personalità l'una dell'altra, Emi e Kei si lanciano insieme nella notte di Tokyo per sperimentare nuove emozioni...",https://www.j-pop.it/5203-thickbox_default/tokyo-after-hours-box-1-3.jpg,BOX (1-3)
jpop,,https://www.j-pop.it/the-proper-way-to-write-love/5308-the-proper-way-to-write-love.html,The Proper Way to Write Love,The Proper Way to Write Love,The Proper Way to Write Love,The Proper Way to Write Love,,,theproperwaytowritelove,,5308,1,6.90,6.90,,Ogeretsu Tanaka,,220,,,,,,9788834903551,yaoi,"Ogeretsu Tanaka continua a esplorare le mille sfaccettature dell’amore con personaggi conosciuti e nuovi incontri, alternando momenti di felicita e disperazione, tenerezza e violenza, relazioni passate, relazioni che nascono, relazioni che si evolvono… il tutto con il suo stile di disegno meraviglioso e inconfondibile, e un’alta carica erotica!",https://www.j-pop.it/5202-thickbox_default/the-proper-way-to-write-love.jpg,
jpop,,https://www.j-pop.it/danmachi-sword-oratoria/5307-danmachi-sword-oratoria-012.html,Danmachi Sword Oratoria 012,Danmachi Sword Oratoria,Danmachi Sword Oratoria,Danmachi Sword Oratoria,,12,danmachiswordoratoria012,12,5307,1,5.90,5.90,,Fujino Omori,Takashi Yagi,0,,,,,,9788834901410,"Fantasy, Shonen, Danmachi","Lefiya perde infine la pazienza per le continue coincidenze sconce che vedono Bell protagonista. Cercando di fuggire alle sue ire, il ragazzo si ritrova smarrito insieme all’elfa inseguitrice, nella grande foresta al diciottesimo piano del dungeon. Mentre cercano la via del ritorno, i due si imbattono per caso in alcuni membri dell’Evilus, la mente dietro i nefasti eventi accaduti di recente. Riusciranno Lefiya e Bell, ora di Livello 2, a cavarsela senza poter contare sull’aiuto di Ais e Finn?",https://www.j-pop.it/5201-thickbox_default/danmachi-sword-oratoria-012.jpg,
jpop,,https://www.j-pop.it/so-i-m-a-spider-so-what/5306-so-i-m-a-spider-so-what-001.html,"So I'm a Spider, So What? 001","So I'm a Spider, So What?","So I'm a Spider, So What?","So I'm a Spider, So What?",,1,"soi'maspider,sowhat?001",1,5306,1,6.50,6.50,,Okina Baba,,188,,,,,,9788834903346,"Fantasy, Avventura, Azione, Shonen, Isekai","Con la prima tiratura, in omaggio una variant cover glow-in-the-dark e l'esclusivo segnalibro!",https://www.j-pop.it/5196-thickbox_default/so-i-m-a-spider-so-what-001.jpg,
jpop,,https://www.j-pop.it/so-i-m-a-spider-so-what/5305-va-tutto-bene-even-if-i-can-t-use-magic.html,Va Tutto Bene - Even if I Can't Use Magic,Va Tutto Bene - Even if I Can't Use Magic,Va Tutto Bene - Even if I Can't Use Magic,Va Tutto Bene - Even if I Can't Use Magic,,,vatuttobene-evenifican'tusemagic,,5305,1,9.90,9.90,,Kanna Kii,,224,,,,,,9788834900727,"Seinen, Slice of Life","Un ragazzo che di punto in bianco lascia il suo lavoro in uno studio di animazione, un gatto animato da una volontà insondabile, due ragazze in gita scolastica che finiscono a un concerto di Idol… Al centro della lente della fumettista ci sono le giornate di un gruppo di amici e di altre persone (e strani animali) che ne incrociano la strada, raccontate con uno stile slice of life surreale e un po’ di magia.",https://www.j-pop.it/5191-thickbox_default/va-tutto-bene-even-if-i-can-t-use-magic.jpg,
jpop,,https://www.j-pop.it/gon/5304-gon-001.html,Gon 001,Gon,Gon,Gon,,1,gon001,1,5304,1,12.00,12.00,,Masashi Tanaka,,0,,,,,,9788834902356,"Avventura, Dinosauri","Nato nel 1991 (o milioni di anni fa), Gon è diventato in poco tempo uno dei personaggi più riconoscibili dei media grazie all'universalità e alle tematiche ambientaliste della sua serie manga: storie mute e godibili da tutti in cui il testardo dinosauro giallo imperversa in un mondo in cui gli umani non sono ancora comparsi, cacciando, giocando ed esplorando. Tre volumi di formato deluxe in cui i dettagliatissimi disegni di Masashi Tanaka possono brillare come meritano.",https://www.j-pop.it/5189-thickbox_default/gon-001.jpg,
jpop,,https://www.j-pop.it/hell-s-paradise-jigokuraku/5303-hell-s-paradise-jigokuraku-005.html,Hell's Paradise - Jigokuraku 005,Hell's Paradise - Jigokuraku,Hell's Paradise - Jigokuraku,Hell's Paradise - Jigokuraku,,5,hell'sparadise-jigokuraku005,5,5303,1,5.90,5.90,,Yuji Kaku,,0,,,,,,9788834903346,"Fantasy, Shonen, Horror, Action","Dopo aver perso di vista Gabimaru duranta la missione, il gruppo di Sagiri e Yuzuriha prosegue la ricerca dell’elisir e giunge nell’Horai. Ad aspettarli, però, troveranno il tensen Mu Dan. Come faranno Sagiri e gli altri ad affrontare un essere immortale che padroneggia l’imperscrutabile energia del tao?",https://www.j-pop.it/5186-thickbox_default/hell-s-paradise-jigokuraku-005.jpg,
jpop,,https://www.j-pop.it/world-s-end-harem/5302-world-s-end-harem-007.html,World's End Harem 007,World's End Harem,World's End Harem,World's End Harem,,7,world'sendharem007,7,5302,1,6.50,6.50,,Link,Kotaro Shono,0,,,,,,9788834903391,"Seinen, Ecchi, sci-fi","Mentre i complessi d’inferiorità di Shota cominciano a dissiparsi, l’istituto viene colpito da un attentato. Nel frattempo, Reito riceve una scioccante notizia in merito al quarto uomo risvegliato. Il piano segreto di Chloe e del quartier generale UW, intanto, comincia finalmente a venire a galla...",https://www.j-pop.it/5185-thickbox_default/world-s-end-harem-007.jpg,
jpop,,https://www.j-pop.it/kingdom/5301-kingdom-41.html,Kingdom 41,Kingdom,Kingdom,Kingdom,,,kingdom41,41,5301,1,6.90,6.90,,Yasuhisa Hara,,0,,,,,,9788834902783,"Avventura, Seinen, Storico","La guerra di Heiyang si fa sempre più dura e Huan Qi e Quing She, i due comandanti supremi, provano a vincerla con le loro complesse strategie. Nel frattempo, sul campo di battaglia, la compagnia Fei Xin sarà impegnata in una missione che tutti considerano impossibile da portare a termine…",https://www.j-pop.it/5184-thickbox_default/kingdom-41.jpg,
jpop,,https://www.j-pop.it/getter-robot-devolution-the-last-3-minutes-of-the-universe/5300-getter-robot-devolution-the-last-3-minutes-of-the-universe-005.html,Getter Robot Devolution - The Last 3 Minutes of the Universe 005,Getter Robot Devolution - The Last 3 Minutes of the Universe,Getter Robot Devolution - The Last 3 Minutes of the Universe,Getter Robot Devolution - The Last 3 Minutes of the Universe,,5,getterrobotdevolution-thelast3minutesoftheuniverse005,5,5300,1,5.90,5.90,,"Go Nagai, Ken Ishikawa",,0,,,,,,9788834902707,"Fantascienza, Go Nagai, Action","Quando la Terra viene attaccata da esseri provenienti da una distorsione spaziale, il dottor Saotome recluta tre eroi connessi dai misteriosi raggi Getter: solo loro potranno controllare il potente robot che si rivela l’ultima speranza per l’umanità, in una lotta senza quartiere in cui gli schieramenti si fanno confusi. Anche Saotome, infatti, nasconde segreti collegati ad altri mondi... ",https://www.j-pop.it/5183-thickbox_default/getter-robot-devolution-the-last-3-minutes-of-the-universe-005.jpg,
jpop,,https://www.j-pop.it/dengeki-travellers/5299-dengeki-travellers-003.html,Dengeki Travellers 003,Dengeki Travellers,Dengeki Travellers,Dengeki Travellers,,3,dengekitravellers003,3,5299,1,5.90,5.90,,Hajime Segawa,Toshinori Okazaki,0,,,,,,9788834902035,"Action, Drama, sci-fi","Il liceale Kiriharu è dotato della capacità di immagazzinare nel suo corpo l’energia elettrica e di rilasciarla con effetti devastanti. Un giorno nella sua classe si trasferisce una ragazza enigmatica con la sua stessa abilità, legata a un’organizzazione segreta con mire poco chiare…  ",https://www.j-pop.it/5182-thickbox_default/dengeki-travellers-003.jpg,
jpop,,https://www.j-pop.it/horimiya/5298-horimiya-013.html,Horimiya 013,Horimiya,Horimiya,Horimiya,,13,horimiya013,13,5298,1,5.90,5.90,,Hero,Daisuke Hagiwara,0,,,,,,9788834902745,"Shonen, Romantico, Comedy","Nel circolo di amici c’è qualcuno che non è stato nemmeno sfiorato dalle gioie dell’amore, seppure lo desideri con tutto se stesso: Iura, il buffone del gruppo. Suo malgrado, sarà invece costretto ad assistere ai primi batticuori della sorellina e a trasformarsi in un inflessibile fratello maggiore, con esiti imprevedibili… Intanto, la storia di Hori e Miyamura sta prendendo sempre di più la forma di una convivenza, con tutti i problemi che ne derivano!",https://www.j-pop.it/5181-thickbox_default/horimiya-013.jpg,
jpop,,https://www.j-pop.it/hellsing/5297-hellsing-nuova-edizione-box-1-5.html,HELLSING - Nuova Edizione BOX (1-5),HELLSING - Nuova Edizione BOX (1-5),HELLSING - Nuova Edizione BOX (1-5),Hellsing,,,hellsing-nuovaedizionebox(1-5),,5297,1,75.00,75.00,,Kotha Hirano,,400,,,,,,9788834902738,"Seinen, Azione, Horror","Una nobile casata inglese, gli Hellsing, lotta da generazioni contro i vampiri, al punto da essersi trasformata in una vera e propria organizzazione paramilitare al servizio segreto di sua maestà. L'ultima erede e leader del casato, Lady Integra, ha poi al suo fianco nella lotta un'arma tanto formidabile quanto impensabile: lo spietato vampiro Alucard!",https://www.j-pop.it/5180-thickbox_default/hellsing-nuova-edizione-box-1-5.jpg,Nuova Edizione BOX (1-5)
jpop,,https://www.j-pop.it/kota-il-cane-che-vive-con-noi/5296-kota-il-cane-che-vive-con-noi.html,Kota: il Cane che Vive con Noi,Kota: il Cane che Vive con Noi,Kota: il Cane che Vive con Noi,Kota: il Cane che Vive con Noi,,,kota:ilcanecheviveconnoi,,5296,1,12.00,12.00,,Takashi Murakami,,230,,,,,,9788834902646,"Comedy, Slice of Life, Sitcom","Arriva la dolcissima storia di Kota, il vivace cagnolino di famiglia del fumettista Takashi Murakami, in un manga autobiografico che dipinge situazioni familiari a tutti coloro che hanno accolto un animale nella propria vita. Con tutto il divertimento, la gioia (e le scocciature) che ciò comporta.",https://www.j-pop.it/5179-thickbox_default/kota-il-cane-che-vive-con-noi.jpg,
jpop,,https://www.j-pop.it/love-whispers-even-in-the-rusted-nights/5295-love-whispers-even-in-the-rusted-night.html,Love Whispers Even in the Rusted Night,Love Whispers Even in the Rusted Night,Love Whispers Even in the Rusted Night,Love Whispers Even in the Rusted Night,,,lovewhispersevenintherustednight,,5295,1,6.90,6.90,,Ogeretsu Tanaka,,168,,,,,,9788834903353,yaoi,"Yumi, ragazzo apparentemente allegro e spensierato, è in una relazione con Kan-chan, che sfoga con rabbia su di lui le frustrazioni del lavoro. Yumi pensa di non meritare altro che questo tipo di relazione, dove i pugni, il sesso e il sangue si miscelano in ciò che lui pensa sia amore. All'improvviso, però, compare davanti ai suoi occhi una vecchia cotta, Mayama, che gli fa realizzare quanto in realtà Yumi desideri essere amato veramente, e completamente…",https://www.j-pop.it/5178-thickbox_default/love-whispers-even-in-the-rusted-night.jpg,
jpop,,https://www.j-pop.it/land-of-the-lustrous/5294-land-of-the-lustrous-002.html,Land of the Lustrous 002,Land of the Lustrous,Land of the Lustrous,Land of the Lustrous,,2,landofthelustrous002,2,5294,1,7.50,7.50,,Haruko Ichikawa,,180,,,,,,9788834903407,"Fantasy, Seinen, Drama","In un futuro lontano, il mondo è popolato da gemme: ventotto pietre preziose dalle fattezze umane, forti ma delicate, in grado di rigenerarsi anche se in frantumi. La loro vita è una lotta eterna contro gli abitanti della Luna, che vogliono usarne i corpi per fabbricare armi e gioielli. Una battaglia in cui non c'è posto per Phos, troppo fragile per combattere, ma alla costante ricerca della risposta al mistero dell'esistenza...",https://www.j-pop.it/5177-thickbox_default/land-of-the-lustrous-002.jpg,
jpop,,https://www.j-pop.it/la-regina-d-egitto/5293-la-regina-d-egitto-l-occhio-azzurro-di-horus-003.html,La Regina d'Egitto: l'occhio azzurro di Horus 003,La Regina d'Egitto: l'occhio azzurro di Horus,La Regina d'Egitto: l'occhio azzurro di Horus,La Regina d'Egitto: l'occhio azzurro di Horus,,3,lareginad'egitto:l'occhioazzurrodihorus003,3,5293,1,6.50,6.50,,Chie Inudoh,,0,,,,,,9788834902820,"Seinen, Storico, Osamushi Collection","Hatshepsut, costretta inizialmente a sposare il fratellastro per permettergli di diventare faraone, passerà alla storia come una figura femminile caparbia e una grande regina. Questo è il racconto, ricco di emozioni, battaglie e colpi di scena, della sua scalata al potere!",https://www.j-pop.it/5176-thickbox_default/la-regina-d-egitto-l-occhio-azzurro-di-horus-003.jpg,
jpop,,https://www.j-pop.it/i-giorni-della-sposa/5292-i-giorni-della-sposa-012.html,I Giorni della Sposa 012,I Giorni della Sposa,I Giorni della Sposa,I Giorni della Sposa,,12,igiornidellasposa012,12,5292,1,6.00,6.00,,Kaoru Mori,,190,,,,,,9788834902752,"Sentimentale, Seinen","Fine Ottocento: lungo la Via della Seta, si incrociano le vite e gli amori di persone all'apparenza lontane. Come Amira, splendida ventenne che cavalca e tira con l'arco come un uomo, e Karluc, dolce dodicenne al quale lei è data in sposa. O Henry, ricercatore inglese in viaggio in Medio Oriente, e Talas, giovane nomade rimasta troppo presto vedova. Tra difficoltà quotidiane, shock culturali e conflitti tribali, anche le vicende più spinose diventano favole romantiche.",https://www.j-pop.it/5175-thickbox_default/i-giorni-della-sposa-012.jpg,
jpop,,https://www.j-pop.it/gon/5289-gon-box-1-3.html,Gon - box (1-3),Gon - box (1-3),Gon - box (1-3),Gon,,,gon-box(1-3),,5289,1,36.00,36.00,,Masashi Tanaka,,0,,,,,,9788834902349,"Avventura, Dinosauri","Nato nel 1991 (o milioni di anni fa), Gon è diventato in poco tempo uno dei personaggi più riconoscibili dei media grazie all'universalità e alle tematiche ambientaliste della sua serie manga: storie mute e godibili da tutti in cui il testardo dinosauro giallo imperversa in un mondo in cui gli umani non sono ancora comparsi, cacciando, giocando ed esplorando. Tre volumi di formato deluxe in cui i dettagliatissimi disegni di Masashi Tanaka possono brillare come meritano.",https://www.j-pop.it/5172-thickbox_default/gon-box-1-3.jpg,box (1-3)
jpop,,https://www.j-pop.it/edizioni-j-pop/5288-il-gioco-del-gatto-e-del-topo-all-in-one.html,Il Gioco del Gatto e del Topo - all in one,Il Gioco del Gatto e del Topo - all in one,Il Gioco del Gatto e del Topo - all in one,Il Gioco del Gatto e del Topo - all in one,,,ilgiocodelgattoedeltopo-allinone,,5288,1,14.00,14.00,,Setona Mizushiro,,534,,,,,,9788834901182,yaoi,"Kyoichi Otomo, traditore seriale, rincontra il suo vecchio compagno di università Imagase. Quest’ultimo, scoperte le sue tresche, pone una condizione per il suo silenzio. Cosa cambierà nella vita di Kyoichi dopo questo rincongiungimento?",https://www.j-pop.it/5171-thickbox_default/il-gioco-del-gatto-e-del-topo-all-in-one.jpg,
jpop,,https://www.j-pop.it/act-age/5287-act-age-003.html,Act-Age 003,Act-Age,Act-Age,Act-Age,,3,act-age003,3,5287,1,5.90,5.90,,Tatsuya Matsuki,Shiro Usazaki,0,,,,,,9788834903322,"Shonen, Drama, Makoto Shinkai, your name.","Chiyoko e Kei stanno per girare una scena insieme. Non riuscendo a mettere a fuoco il personaggio di Karen, interpretato da Chiyoko, Kei decide di basarsi sull'esperienza maturata con i suoi amici per trovare l'ispirazione. Quando, però, si rende conte che non è la soluzione giusta, decide di affrontare le cose con Chiyoko in maniera più diretta...",https://www.j-pop.it/5170-thickbox_default/act-age-003.jpg,
jpop,,https://www.j-pop.it/the-promised-neverland/5286-the-promised-neverland-016.html,The Promised Neverland 016,The Promised Neverland,The Promised Neverland,The Promised Neverland,,16,thepromisedneverland016,16,5286,1,5.90,5.90,,Kaiu Shirai,Posuka Demizu,0,,,,,,9788834903377,"Shonen, Action, Sovrannaturale","Emma, Norman, Ray e gli altri orfani continuano la loro drammatica fuga. Mentre il piano per far crollare la società dei demoni e liberare tutti i bambini prosegue, Emma cerca una via in cui né umani né demoni rimangano feriti... ma questo la porterà a dover toccare con mano l'oscurità celata nel cuore di chi desidera vendetta!",https://www.j-pop.it/5169-thickbox_default/the-promised-neverland-016.jpg,
jpop,,https://www.j-pop.it/persona-5/5285-persona-5-005.html,Persona 5 005,Persona 5,Persona 5,Persona 5,,5,persona5005,5,5285,1,5.90,5.90,,Hisato Murasaki,,0,,,,,,9788834903360,"Shonen, Action, sci-fi, Videogame","Dopo Suguru Kamoshida, l’insegnate di educazione fisica del loro liceo, la banda riesca a far ravvedere anche il celebre pittore Ichiryusai Madarame, ma la presidentessa del comitato studentesco, Makoto Nijima, incaricata di scoprire l’identità dei ladri, sta cominciando a sospettare di Akira e dei suoi compagni. Nel frattempo gira voce che un’organizzazione criminale attiva a Shibuya stia prendendo di mira i minorenni...",https://www.j-pop.it/5168-thickbox_default/persona-5-005.jpg,
jpop,,https://www.j-pop.it/magical-girl-spec-ops-asuka/5284-magical-girl-spec-ops-asuka-007.html,Magical Girl Spec-Ops Asuka 007,Magical Girl Spec-Ops Asuka,Magical Girl Spec-Ops Asuka,Magical Girl Spec-Ops Asuka,,7,magicalgirlspec-opsasuka007,7,5284,1,6.50,6.50,,"Makoto Fukami, Naoya Tamura",Seiko Tokiya,0,,,,,,9788834902462,"Fantasy, Seinen, Action, Ecchi, sci-fi","Nel frattempo, Makino della pubblica sicurezza, in cerca di informazioni a Mosca, e tra in possesso di un nuovo indizio… Qual è il vero obiettivo della Brigata babele?",https://www.j-pop.it/5167-thickbox_default/magical-girl-spec-ops-asuka-007.jpg,
jpop,,https://www.j-pop.it/la-via-del-grembiule-lo-yakuza-casalingo/5283-la-via-del-grembiule-lo-yakuza-casalingo-001.html,La Via del Grembiule - Lo Yakuza Casalingo 001,La Via del Grembiule - Lo Yakuza Casalingo,La Via del Grembiule - Lo Yakuza Casalingo,La Via del Grembiule - Lo Yakuza Casalingo,,1,laviadelgrembiule-loyakuzacasalingo001,1,5283,1,5.90,5.90,,Kousuke Oono,,170,,,,,,Not Available,"Comedy, Yakuza","Tatsu, detto “l’Immortale”, è lo yakuza più implacabile e temuto della città. Un demone in combattimento, un uomo d’onore pronto a dare la vita per i suoi compagni… E lo è ancora oggi che si è sposato. Solo che adesso i combattimenti sono svendite al supermercato con casalinghe spietate e i suoi compagni sono lavatrice e aspirapolvere. Perché Tetsu (mentre la moglie porta a casa il pane) ha deciso di diventare l’uomo di casa perfetto, ma i suoi vecchi nemici e soprattutto il suo aspetto remano contro ogni buon proposito…",https://www.j-pop.it/5166-thickbox_default/la-via-del-grembiule-lo-yakuza-casalingo-001.jpg,
jpop,,https://www.j-pop.it/the-quintessential-quintuplets/5282-the-quintessential-quintuplets-006.html,The Quintessential Quintuplets 006,The Quintessential Quintuplets,The Quintessential Quintuplets,The Quintessential Quintuplets,,6,thequintessentialquintuplets006,6,5282,1,5.90,5.90,,Negi Haruba,,192,,,,,,9788834903384,"Shonen, Comedy, Romantica","Futaro accetta, come lavoro part-time, di dare ripetizioni a cinque gemelle che odiano studiare; il suo compito è far sì che il quintetto riesca a diplomarsi senza intoppi. Proprio ora che sarebbe il momento di procedere senza sosta con le ripetizioni, tra Nino e Itsuki scoppia una lite e le due ragazze scappano di casa. Nel frattempo, anche Yotsuba è impegnata come membro di supporto del club di atletica e, a completare l’opera, arriva la “bambina della foto”.",https://www.j-pop.it/5165-thickbox_default/the-quintessential-quintuplets-006.jpg,
jpop,,https://www.j-pop.it/killing-stalking/5281-killing-stalking-terza-stagione-002.html,Killing Stalking - Terza Stagione 002,Killing Stalking - Terza Stagione,Killing Stalking - Terza Stagione,Killing Stalking - Terza Stagione,,2,killingstalking-terzastagione002,2,5281,1,9.90,9.90,,Koogi,,0,,,,,,9788834902912,"Webcomic, Lezhin","Il rapporto tra Bum e Sangwoo è intricato e in continua evoluzione. La gentilezza di Sangwoo fa pensare che tra i due stia finalmente per nascere qualcosa, ma sarà davvero così? I traumi del passato vengono a galla, insieme a nuovi misteri, nuovi cadaveri, nuove rivelazioni...",https://www.j-pop.it/5164-thickbox_default/killing-stalking-terza-stagione-002.jpg,
jpop,,https://www.j-pop.it/il-bisturi-e-la-spada/5280-il-bisturi-e-la-spada-002.html,Il bisturi e la spada 002,Il bisturi e la spada,Il bisturi e la spada,Il bisturi e la spada,,2,ilbisturielaspada002,2,5280,1,15.00,15.00,,Osamu Tezuka,,454,,,,,,9788834902769,"Storico, Osamu Tezuka","Osamu Tezuka racconta la tumultuosa seconda metà del 1800 giapponese attraverso gli occhi di due uomini molto diversi: il fedele samurai Manjiro Ibuya, legato alle tradizioni, e il medico Ryoan Tezuka (antenato dell'autore), aperto alle innovazioni occidentali. La loro rivalità, che diventerà con il tempo amicizia, caratterizza una delle opere più significative del leggendario maestro.",https://www.j-pop.it/5163-thickbox_default/il-bisturi-e-la-spada-002.jpg,
jpop,,https://www.j-pop.it/your-name-kimi-no-na-wa/5279-your-name-another-side-earthbound-002-il-manga.html,Your Name - Another Side: Earthbound 002 - il manga,Your Name - Another Side: Earthbound,Your Name - Another Side: Earthbound,Your Name - Another Side: Earthbound,,02 - il manga,yourname-anotherside:earthbound002-ilmanga,,5279,1,6.50,6.50,,"Makoto Shinkai, Arata Kanoh",Jyunya Nakamura,0,,,,,,9788834901359,"Shonen, Drama, Makoto Shinkai, your name.","Taki, uno studente di Tokyo, nei suoi sogni si scambia di corpo con Mitsuha, una liceale che vive in campagna. Il ragazzo si abitua gradualmente alla nuova vita, sempre più incuriosito dalla proprietaria del corpo. Ma Taki non è l'unico a sperimentare qualcosa di nuovo: cosa penseranno gli amici e i familiari della ragazza di fronte ai suoi comportamenti bizzarri?",https://www.j-pop.it/5162-thickbox_default/your-name-another-side-earthbound-002-il-manga.jpg,
jpop,,https://www.j-pop.it/la-fenice/5278-la-fenice-004-libro-del-mito.html,La Fenice 004 - Libro del Mito,La Fenice,La Fenice,La Fenice,,04 - Libro del Mito,lafenice004-librodelmito,,5278,1,12.00,12.00,,Osamu Tezuka,,384,,,,,,9788834902530,Osamu Tezuka,"Iniziata nel 1954 e continuata a più riprese fino al 1988 la saga de La Fenice è uno sforzo monumentale in cui il maestro Tezuka sperimentò soluzioni narrative e grafiche ancora oggi straordinarie. Mentre gli uomini lottano per avvicinarsi al divino realizzando opere straordinarie, la Fenice si conferma agente del cambiamento sconvolgendo le vite di due uomini: un brigante tormentato e un artista geniale ma roso da passioni indomabili, protagonisti di un conflitto di cui è complicato riconoscere vincitori e vinti.",https://www.j-pop.it/5161-thickbox_default/la-fenice-004-libro-del-mito.jpg,
jpop,,https://www.j-pop.it/kasane/5275-kasane-001.html,Kasane 001,Kasane,Kasane,Kasane,,1,kasane001,1,5275,1,6.90,6.90,,Daruma Matsuura,,0,,,,,,9788834901632,"Thriller, Horror, Drama","Kasane è una ragazza dal viso deforme, e per questo motivo le persone sono sempre state cattive con lei. Un singolare rossetto dagli oscuri poteri, ereditato dalla madre, una bellissima attrice, potrebbe cambiarle la vita per sempre. Ma tutto ha un prezzo...",https://www.j-pop.it/5158-thickbox_default/kasane-001.jpg,
jpop,,https://www.j-pop.it/caste-heaven/5274-caste-heaven-001.html,Caste Heaven 001,Caste Heaven,Caste Heaven,Caste Heaven,,1,casteheaven001,1,5274,1,6.90,6.90,,Chise Ogawa,,0,,,,,,Not Available,yaoi,"Azusa ha regnato incontrastato sulla classe finché, tradito da un seguace che intendeva ingraziarselo, è finito per diventare bersaglio di atti di bullismo. In aggiunta, il traditore è divenuto il nuovo sovrano e costringe Azusa, tormentato dal resto della classe, a una scelta definitiva...",https://www.j-pop.it/5157-thickbox_default/caste-heaven-001.jpg,
jpop,,https://www.j-pop.it/wizdoms/5273-wizdoms.html,Wizdoms,Wizdoms,Wizdoms,Wizdoms,,,wizdoms,,5273,1,11.90,11.90,,Nagabe,,232,,,,,,9788834902264,"Fantasy, Antologia","Tanto tempo fa il saggio stregone Wizdom conferì agli animali le stesse capacità degli esseri umani. Per fare onore al suo dono, fu fondata la scuola di magia ""Wizdoms"", dove vivere insieme e scoprire cose nuove sul mondo, l'amore lontano dai pregiudizi e l'amicizia. In un'atmosfera incantata si mescolano storie toccanti e umoristiche, rese uniche da protagonisti fantastici ma con sentimenti reali. ",https://www.j-pop.it/5156-thickbox_default/wizdoms.jpg,
jpop,,https://www.j-pop.it/girl-from-the-other-side/5272-girl-from-the-other-side-008.html,Girl from the Other Side 008,Girl from the Other Side,Girl from the Other Side,Girl from the Other Side,,8,girlfromtheotherside008,8,5272,1,6.50,6.50,,Nagabe,,186,,,,,,9788834902448,"Fantasy, Seinen, Horror, Action","Per il bene di Shiva, il maestro era disposto anche a sacrificare la vita di altri, ma quando arriva il momento qualcosa lo frena. Sarà il piccolo barlume di umanità che ancora alberga in lui? Non potendo accettare di fare del male a qualcuno, si rende conto che l'unico modo per salvare la bambina è sacrificare se stesso. Sceglierà questa strada?",https://www.j-pop.it/5155-thickbox_default/girl-from-the-other-side-008.jpg,
jpop,,https://www.j-pop.it/17-anni/5271-17-anni-004.html,17 Anni 004,17 Anni,17 Anni,17 Anni,,4,17anni004,4,5271,1,6.90,6.90,,Seiji Fujii,Yoji Kamata,0,,,,,,9788834900062,Drammatico,"Ispirato alla drammatica vicenda di Junko Furuta, il tragico rapimento che sconvolse il Giappone di fine anni Ottanta! Il liceale Hiroki si unisce alla banda del teppista Miyamoto e, dopo l'iniziale eccitazione, si ritrova coinvolto in crimini sempre più gravi. Finché la banda non rapisce Sachiko, una giovane studentessa, che diventa oggetto delle più orribili torture… Vittima dei suoi aguzzini e dell'indifferenza degli adulti, la ragazza ha però ancora qualcuno che lotta per lei. Un viaggio tra le pieghe più nere dell'animo umano…",https://www.j-pop.it/5154-thickbox_default/17-anni-004.jpg,
jpop,,https://www.j-pop.it/17-anni/5270-17-anni-003.html,17 Anni 003,17 Anni,17 Anni,17 Anni,,3,17anni003,3,5270,1,6.90,6.90,,Seiji Fujii,Yoji Kamata,0,,,,,,9788834900055,Drammatico,"Ispirato alla drammatica vicenda di Junko Furuta, il tragico rapimento che sconvolse il Giappone di fine anni Ottanta! Il liceale Hiroki si unisce alla banda del teppista Miyamoto e, dopo l'iniziale eccitazione, si ritrova coinvolto in crimini sempre più gravi. Finché la banda non rapisce Sachiko, una giovane studentessa, che diventa oggetto delle più orribili torture… Vittima dei suoi aguzzini e dell'indifferenza degli adulti, la ragazza ha però ancora qualcuno che lotta per lei. Un viaggio tra le pieghe più nere dell'animo umano…",https://www.j-pop.it/5153-thickbox_default/17-anni-003.jpg,
