publisher,ID_Nicolas,product_url,title,title 1,title 1 1,title1.0,title1.0 2,title 2,title2,N_volume,product_id,n_reprint,price_full,price_actual,release_date,author,Disegnatore,pages,size,size 2,contents,binding,colors,isbn,genere,description,img_file,details_volume
jpop,,https://www.j-pop.it/golden-kamui/4579-golden-kamui-011.html,Golden Kamui 011,Golden Kamui,Golden Kamui,Golden Kamui,,11,goldenkamui011,11,4579,1,6.90,6.90,,Satoru Noda,,192,,,,,,9788832754810,"Seinen, Azione, Storico","Gli alleati di Sugimoto e la banda di criminali al comando di Hijikata studiano un piano per far evadere di prigione Shiraishi; intanto, lo squadrone ribelle dell'esercito continua ad armarsi per dare battaglia! ",https://www.j-pop.it/4449-thickbox_default/golden-kamui-011.jpg,
jpop,,https://www.j-pop.it/ten-count/4578-ten-count-005.html,Ten Count 005,Ten Count,Ten Count,Ten Count,,5,tencount005,5,4578,1,6.50,6.50,,Rihito Takarai,,196,,,,,,9788832754926,"Romantico, boys love","Penultimo numero! Dopo due mesi di silenzio, per la prima volta Shirotani afferra la mano di Kurose di sua iniziativa. I due prendono un taxi insieme, ma contro ogni aspettativa Kurose scende prima e torna a casa da solo, senza aggiungere altro. Shirotani decide immediatamente di seguirlo, e...",https://www.j-pop.it/4448-thickbox_default/ten-count-005.jpg,
jpop,,https://www.j-pop.it/servamp/4577-servamp-008.html,Servamp 008,Servamp,Servamp,Servamp,,8,servamp008,8,4577,1,4.90,4.90,,Tanaka Strike,,192,,,,,,9788832751499,"Shonen, Action, Sovrannaturale","Mahiru decide di agire per conto proprio e trova il vampiro Kuro, che è in lotta con il suo stesso passato all'interno della sua mente. Sarà necessaria tutta la forza del sangue puro dell'accidia per sconfiggere la fazione di Tsubaki, che si fa asempre più potente e spietata!",https://www.j-pop.it/4447-thickbox_default/servamp-008.jpg,
jpop,,https://www.j-pop.it/medaka-box-nuova-edizione/4576-medaka-box-nuova-edizione-011.html,Medaka Box - Nuova Edizione 011,Medaka Box - Nuova Edizione,Medaka Box - Nuova Edizione,Medaka Box - Nuova Edizione,,11,medakabox-nuovaedizione011,11,4576,1,5.90,5.90,,Nisioisin,Akira Akatsuki,0,,,,,,9788832754346,"Shonen, Action, NisiOisiN",Battute finali della battaglia contro i minus! Kumagawa ritorna sulla scena avendo riottenuto il suo vecchio potere ed è pronto a tutto per regolare i conti con Medaka. Si alza il sipario sullo scontro tra presidenti!,https://www.j-pop.it/4446-thickbox_default/medaka-box-nuova-edizione-011.jpg,
jpop,,https://www.j-pop.it/la-stravaganza/4575-la-stravaganza-005.html,La Stravaganza 005,La Stravaganza,La Stravaganza,La Stravaganza,,5,lastravaganza005,5,4575,1,6.90,6.90,,Akihito Tomi,,180,,,,,,9788832754872,"Fantasy, Seinen, Azione","Avventura, magia, creature spaventose e una giovane regina guerriera nella saga high fantasy dallo straordinario tratto sofisticato! Ora che ha ben chiaro il nemico, Vivian deve convincere gli altri sovrani a unirsi per affrontarlo. Ma costruire un'alleanza salda tra razze diverse non è facile e la battaglia finale sarà sanguinosa!",https://www.j-pop.it/4445-thickbox_default/la-stravaganza-005.jpg,
jpop,,https://www.j-pop.it/dungeon-food/4574-dungeon-food-005.html,Dungeon Food 005,Dungeon Food,Dungeon Food,Dungeon Food,,5,dungeonfood005,5,4574,1,6.90,6.90,,Ryoko Kui,,200,,,,,,9788832754797,"Fantasy, Seinen, Azione, Cucina","La compagnia di avventurieri ha esplorato il dungeon per trovare il drago che ha divorato una loro amica. Ora che sono finalmente vicini al loro obiettivo, è il momento di pianificare come abbattere la spaventosa creatura e recuperare i resti da riportare in vita... Un'impresa tutt'altro che facile!",https://www.j-pop.it/4444-thickbox_default/dungeon-food-005.jpg,
jpop,,https://www.j-pop.it/sword-art-online-mother-s-rosario/4573-sword-art-online-mother-s-rosario-002.html,Sword Art Online - Mother's Rosario 002,Sword Art Online - Mother's Rosario,Sword Art Online - Mother's Rosario,Sword Art Online - Mother's Rosario,,2,swordartonline-mother'srosario002,2,4573,1,6.90,6.90,,Reki Kawahara,Tsubasa Haduki,0,,,,,,9788832751338,"Azione, Shonen, Fantascienza, Videogiochi","Nuovo arco narrativo! Asuna e Kirito decidono di investigare su una misteriosa spadaccina invincibile che sfida i campioni di Aincrad. Sarà questa guerriera a coinvolgerli in una missione indimenticabile, che darà vita a un'avventura toccante.",https://www.j-pop.it/4443-thickbox_default/sword-art-online-mother-s-rosario-002.jpg,
jpop,,https://www.j-pop.it/infini-t-force/4572-infini-t-force-004.html,Infini-T Force 004,Infini-T Force,Infini-T Force,Infini-T Force,,4,infini-tforce004,4,4572,1,5.90,5.90,,"Tatsunoko Production, Kodachi Ukyou",Ejiri Tatsuma,0,,,,,,9788832754841,"Azione, Shonen, Tatsunoko Production","Il mondo ha bisogno di eroi, e a rispondere alla chiamata della liceale Emi sono... Ken l'Aquila, Tekkaman, Hurricane Polymar e Kyashan! I leggendari eroi degli anime Tatsunoko, riuniti per la prima volta su carta a formare il team più straordinario mai visto in Giappone!",https://www.j-pop.it/4442-thickbox_default/infini-t-force-004.jpg,
jpop,,https://www.j-pop.it/gundam-unicorn-bande-dessinee/4571-gundam-unicorn-bande-dessinee-009.html,Gundam Unicorn - Bande Dessinée 009,Gundam Unicorn - Bande Dessinée,Gundam Unicorn ,Gundam Unicorn ,,9,gundamunicorn-bandedessinée009,9,4571,1,6.90,6.90,,Harutoshi Fukui,Kouzoh Ohmori,192,,,,,,9788832754827,"Seinen, Fantascienza, Gundam","La ricerca dello Scrigno di Laplace continua e della partita è anche la ""Reincarnazione della Cometa Rossa"", l'erede di Char Aznable, il personaggio più amato della saga Gundam!",https://www.j-pop.it/4441-thickbox_default/gundam-unicorn-bande-dessinee-009.jpg,ande Dessinée
jpop,,https://www.j-pop.it/kakegurui/4570-kakegurui-gamble-bundle.html,Kakegurui Gamble Bundle,Kakegurui Gamble Bundle,Kakegurui Gamble Bundle,Kakegurui Gamble Bundle,,,kakeguruigamblebundle,,4570,1,13.80,13.80,,Homura Kawamoto,"Toru Naomura, Kei Saiki",0,,,,,,9788832754209,"Seinen, Thriller, Horror",CONTIENE 6 ESCLUSIVE STORY CARD ILLUSTRATE CON STORIE INEDITE!,https://www.j-pop.it/4440-thickbox_default/kakegurui-gamble-bundle.jpg,
jpop,,https://www.j-pop.it/made-in-abyss/4569-made-in-abyss-003.html,Made in Abyss 003,Made in Abyss,Made in Abyss,Made in Abyss,,3,madeinabyss003,3,4569,1,7.90,7.90,,Akihito Tsukushi,,180,,,,,,9788832754889,"Fantasy, Seinen",Con questo numero raggiungiamo la prità con la serie animata! ,https://www.j-pop.it/4439-thickbox_default/made-in-abyss-003.jpg,
jpop,,https://www.j-pop.it/genso-gynaecocracy/4568-la-ragazza-venuta-dal-futuro-genso-gynaecocracy.html,La Ragazza Venuta dal Futuro - Genso Gynæcocracy,La Ragazza Venuta dal Futuro - Genso Gynæcocracy,La Ragazza Venuta dal Futuro - Genso Gynæcocracy,La Ragazza Venuta dal Futuro - Genso Gynæcocracy,,,laragazzavenutadalfuturo-gensogynæcocracy,,4568,1,9.90,9.90,,Hiroaki Samura,,174,,,,,,9788832753721,"Antologia, racconti","Dopo La Ragazza Ananas, una seconda raccolta di storie brevi, intriganti e sensuali, con indimenticabili protagonisti femminili. Spaziando dalla fantascienza al thriller, tra violenza e poesia, Hiroaki Samura continua a regalare piccoli gioielli narrativi.",https://www.j-pop.it/4438-thickbox_default/la-ragazza-venuta-dal-futuro-genso-gynaecocracy.jpg,
jpop,,https://www.j-pop.it/monster-girl/4566-monster-girl-002.html,Monster Girl 002,Monster Girl,Monster Girl,Monster Girl,,2,monstergirl002,2,4566,1,6.00,6.00,,Kazuki Funatsu,,188,,,,,,9788832754360,"Seinen, Action, Comedy, Ecchi, Sovrannaturale","Aver conosciuto Rokka, una bella yokai, ha permesso a Yakki di ampliare il suo circolo di amicizie. Soprattutto spiriti guerrieri e maniaci, ma anche una bella ragazza fissata con i videogame che gli ha chiesto un appuntamento... che potrebbe rivelarsi letale!",https://www.j-pop.it/4436-thickbox_default/monster-girl-002.jpg,
jpop,,https://www.j-pop.it/yatamomo/4565-yatamomo-003.html,Yatamomo 003,Yatamomo,Yatamomo,Yatamomo,,3,yatamomo003,3,4565,1,6.50,6.50,,Harada,,188,,,,,,9788832753691,"Comedy, yaoi","Nella nuova casa di Momo arriva sua madre, alla ricerca di un anello scomparso. La visita fa tornare in mente al ragazzo la sua terribile infanzia e, pur di non affrontare il suo passato, si ritrova quasi senza rendersene conto in cammino verso casa di Yata. Che risvolti ci saranno nel loro rapporto? Con tutti gli attori riuniti, è ora di un finale esplosivo!",https://www.j-pop.it/4435-thickbox_default/yatamomo-003.jpg,
jpop,,https://www.j-pop.it/monster-musume/4564-monster-musume-11.html,Monster Musume 11,Monster Musume,Monster Musume,Monster Musume,,,monstermusume11,11,4564,1,6.50,6.50,,Okayado,,192,,,,,,9788832754711,"Seinen, Comedy, Ecchi","La fattoria dove vive la procace minotaura amica di Kimihito e delle girls è infestata... da una una ragazza-vespa! Poi toccherà a una timida funghetta e ad altre ""minacce"" per la purezza del nostro protagonista! Le emozioni non finiscono mai!",https://www.j-pop.it/4434-thickbox_default/monster-musume-11.jpg,
jpop,,https://www.j-pop.it/dead-tube/4563-dead-tube-007.html,Dead Tube 007,Dead Tube,Dead Tube,Dead Tube,,7,deadtube007,7,4563,1,6.00,6.00,,Mikoto Yamaguchi,Touta Kitakawa,192,,,,,,9788832754780,"Seinen, Action, Ecchi, Gore","Il padre di Machiya è stato ucciso e la sua sorellina è scomparsa. Per cercarla, il ragazzo va nella scuola che frequenta e scopre che anche lì è in corso il round ""video da 15 secondi""! Ormai l'esistenza di Dead Tube è di dominio pubblico e la follia è ovunque!",https://www.j-pop.it/4433-thickbox_default/dead-tube-007.jpg,
jpop,,https://www.j-pop.it/the-rising-of-the-shield-hero/4562-the-rising-of-the-shield-hero-010.html,The Rising Of The Shield Hero 010,The Rising Of The Shield Hero,The Rising Of The Shield Hero,The Rising Of The Shield Hero,,10,therisingoftheshieldhero010,10,4562,1,5.90,5.90,,Yusagi Aneko,Kyu Aiya,192,,,,,,9788832755015,"Fantasy, Shonen, Action","In compagnia di Terris e dell'eroico L'Arc, ripulita la macchia sulla sua reputazione, l'Eroe con lo Scudo ha ora la fiducia di tutto il Regno (più o meno), e dovrà impegnarsi seriamente per salvarlo! La nuova missione porta il gruppo a doversi immergere nelle profondità marine...",https://www.j-pop.it/4432-thickbox_default/the-rising-of-the-shield-hero-010.jpg,
jpop,,https://www.j-pop.it/horimiya/4561-horimiya-002.html,Horimiya 002,Horimiya,Horimiya,Horimiya,,2,horimiya002,2,4561,1,5.90,5.90,,Hero,Daisuke Hagiwara,180,,,,,,9788832754278,"Shonen, Romantico, Comedy","Il legame tra Hori e Miyamura si fa sempre più profondo e i due devono iniziare a riflettere su cosa sono l'uno per l'altra. Una missione non facile se tra di loro si insinuano amici gelosi, compiti extra e la nuova minaccia del consiglio studentesco! ",https://www.j-pop.it/4431-thickbox_default/horimiya-002.jpg,
jpop,,https://www.j-pop.it/dagashi-kashi/4560-dagashi-kashi-009.html,Dagashi Kashi 009,Dagashi Kashi,Dagashi Kashi,Dagashi Kashi,,9,dagashikashi009,9,4560,1,6.00,6.00,,Kotoyama,,188,,,,,,9788832754773,"Shonen, Comedy, snack","È Natale! Tra discussioni sui dolcetti, piani senza senso e la concorrenza ""serrata"" con il minimarket, arriva anche il momento di un appuntamento tra Saya e Kokonotsu... Mancano solo tre numeri alla conclusione!",https://www.j-pop.it/4430-thickbox_default/dagashi-kashi-009.jpg,
jpop,,https://www.j-pop.it/armed-girl-s-machiavellism/4559-armed-girl-s-machiavellism-003.html,Armed Girl's Machiavellism 003,Armed Girl's Machiavellism,Armed Girl's Machiavellism,Armed Girl's Machiavellism,,3,armedgirl'smachiavellism003,3,4559,1,5.90,5.90,,Yuya Kurokami,Karuna Kanzaki,192,,,,,,9788832754605,"Shonen, Action, Ecchi, Arti Marziali",La vittoria contro Warabi e la sua abilità in combattimento hanno fatto diventare Fudo incredibilmente popolare a scuola. Ma le altre Spade Celesti complottano per renderlo di nuovo un paria e il ragazzo dovrà ricorrere a un aiuto inaspettato che lo porterà... nei bagni delle ragazze! ,https://www.j-pop.it/4429-thickbox_default/armed-girl-s-machiavellism-003.jpg,
jpop,,https://www.j-pop.it/rikudo/4558-rikudo-008.html,Rikudo 008,Rikudo,Rikudo,Rikudo,,8,rikudo008,8,4558,1,6.00,6.00,,Toshimitsu Matsubara,,182,,,,,,9788832754902,"Seinen, Sport, Drama","Riku è ai secondi finali del match con Bulldog e entrambi i pugili sono allo stremo delle forze: dagli spalti Yuki tifa per lui e i due devono pensare anche al loro futuro una volta lasciato l'orfanotrofio... Intanto, nuovi avversari fanno la loro comparsa e le proseguono le indagini che coinvolgono Tokorozawa!",https://www.j-pop.it/4428-thickbox_default/rikudo-008.jpg,
jpop,,https://www.j-pop.it/angel-voice/4557-angel-voice-039.html,Angel Voice 039,Angel Voice,Angel Voice,Angel Voice,,39,angelvoice039,39,4557,1,5.50,5.50,,Takao Koyano,,0,,,,,,9788832754759,"Shonen, Sport","I tempi supplementari stanno per terminare e l'Ichiran, in svantaggio 5 a 4, spinge per pareggiare! Servirà lo sforzo supremo di tutta la squadra per riuscirci... e approdare alla lotteria dei rigori! Fight!",https://www.j-pop.it/4427-thickbox_default/angel-voice-039.jpg,
jpop,,https://www.j-pop.it/dance-in-the-vampire-bund/4556-dance-in-the-vampire-bund-005.html,Dance in the Vampire Bund 005,Dance in the Vampire Bund,Dance in the Vampire Bund,Dance in the Vampire Bund,,5,danceinthevampirebund005,5,4556,1,9.90,9.90,,Nozomu Tamaki,,380,,,,,,9788832753288,"Horror, Action, Ecchi","Nuovo volume per la nuova edizione ""due in uno"", della fenomenale saga vampiresca. L'obiettivo di Mina Tepes di far convivere umani e vampiri sembra destinato a fallire tra complotti e stragi da entrambe le parti. Akira e la principessa dovranno combattere per imporsi! ",https://www.j-pop.it/4426-thickbox_default/dance-in-the-vampire-bund-005.jpg,
jpop,,https://www.j-pop.it/danmachi-sword-oratoria/4555-danmachi-sword-oratoria.html,Danmachi Sword Oratoria 001,Danmachi Sword Oratoria,Danmachi Sword Oratoria,Danmachi Sword Oratoria,,1,danmachiswordoratoria001,1,4555,1,5.90,5.90,,Fujino Omori,Takashi Yagi,0,,,,,,9788832753950,"Fantasy, Shonen, Danmachi","Ais Wallenstein, la ragazza ammirata da Bell Cranel, è nota come la spadaccina migliore di Orario. Ma non ha intenzione di adagiarsi sugli allori, ed è sempre in cerca di nuove avventure nel Dungeon per migliorarsi! Nuove sfide e mostri la attendono! ",https://www.j-pop.it/4425-thickbox_default/danmachi-sword-oratoria.jpg,
jpop,,https://www.j-pop.it/urataro/4554-urataro-001.html,Urataro 001,Urataro,Urataro,Urataro,,1,urataro001,1,4554,1,5.90,5.90,,Atsushi Nakayama,,180,,,,,,9788832753851,"Fantasy, Shonen, Horror, Action","Chiyo, affetta da una malattia incurabile, è alla ricerca del leggendario immortale Urataro per salvarsi la vita. Quando lo trova, però, scopre che tutto ciò che desidera quest'ultimo è... morire! E l'unico modo in cui entrambi potranno avere ciò che vogliono è affrontando orde di demoni!",https://www.j-pop.it/4424-thickbox_default/urataro-001.jpg,
jpop,,https://www.j-pop.it/la-sirena-cannibale/4553-la-sirena-cannibale-001.html,La Sirena Cannibale 001,La Sirena Cannibale,La Sirena Cannibale,La Sirena Cannibale,,1,lasirenacannibale001,1,4553,1,6.00,6.00,,Hiroshi Noda,Takahiro Wakamatsu,180,,,,,,9788832754865,"Seinen, Comedy, Gourmet",Preparatevi a seguire gli esilaranti dilemmi morali (e le deliziose ricette) di una sirena gourmet!,https://www.j-pop.it/4423-thickbox_default/la-sirena-cannibale-001.jpg,
jpop,,https://www.j-pop.it/zelda/4552-the-legend-of-zelda-twilight-princess-004.html,The Legend of Zelda - Twilight Princess 004,The Legend of Zelda - Twilight Princess,The Legend of Zelda - Twilight Princess,The Legend of Zelda - Twilight Princess,,4,thelegendofzelda-twilightprincess004,4,4552,1,5.90,5.90,,Akira Himekawa,,0,,,,,,9788832754230,"Avventura, Shonen, The Legend of Zelda, Nintendo","Dopo aver affrontata la minaccia che si nascondeva tra i rocciosi Goron, gli indizi portano Link e Midna nel villaggio degli Zora, dove si trova un nuovo frammento del Cristallo Oscuro. Sulla sua strada l'Eroe del Tempo ritrova Iria, che però... ha perso la memoria! ",https://www.j-pop.it/4422-thickbox_default/the-legend-of-zelda-twilight-princess-004.jpg,
jpop,,https://www.j-pop.it/wolfsmund/4551-wolfsmund-003.html,Wolfsmund 003,Wolfsmund,Wolfsmund,Wolfsmund,,3,wolfsmund003,3,4551,1,6.90,6.90,,Mitsuhasa Kuji,,208,,,,,,9788832754735,"Avventura, Seinen, Storico","Nella Svizzera del XVI secolo un tiranno sanguinario controlla un importante passo montano, annichilendo la popolazione con terribili dimostrazioni di sadismo. Chi riuscirà a opporsi al suo regno di terrore? Una serie piena di emozioni e azione!",https://www.j-pop.it/4421-thickbox_default/wolfsmund-003.jpg,
jpop,,https://www.j-pop.it/sword-art-online-mother-s-rosario/4549-sword-art-online-mother-s-rosario-box.html,Sword Art Online - Mother's Rosario BOX,Sword Art Online - Mother's Rosario BOX,Sword Art Online - Mother's Rosario BOX,Sword Art Online - Mother's Rosario,,,swordartonline-mother'srosariobox,,4549,1,20.70,20.70,,Reki Kawahara,Tsubasa Haduki,0,,,,,,9788832750409,"Azione, Shonen, Fantascienza, Videogiochi","Nuovo arco narrativo! Asuna e Kirito decidono di investigare su una misteriosa spadaccina invincibile che sfida i campioni di Aincrad. Sarà questa guerriera a coinvolgerli in una missione indimenticabile, che darà vita a un'avventura toccante.",https://www.j-pop.it/4419-thickbox_default/sword-art-online-mother-s-rosario-box.jpg,BOX
jpop,,https://www.j-pop.it/oltre-le-onde-shimanami-tasogare/4548-oltre-le-onde-shimanami-tasogare-002.html,Oltre le Onde - Shimanami Tasogare 002,Oltre le Onde - Shimanami Tasogare,Oltre le Onde - Shimanami Tasogare,Oltre le Onde - Shimanami Tasogare,,2,oltreleonde-shimanamitasogare002,2,4548,1,6.50,6.50,,Yuhki Kamatani,,186,,,,,,9788832754919,"Seinen, Drama, Slice of Life","Tasuku ha accettato la sua omosessualità e ora è curioso di scoprire di più sulle altre persone che frequentano il salotto di conversazione. Tra queste c’è Shuji Misora, uno studente delle elementari che, solo lì, indossa abiti femminili. Tasuku si avvicina a Misora, ma in queste situazioni fare errori è facile…",https://www.j-pop.it/4418-thickbox_default/oltre-le-onde-shimanami-tasogare-002.jpg,
jpop,,https://www.j-pop.it/tokyo-ghoul/4547-tokyo-ghoulre-011.html,Tokyo Ghoul:re 011,Tokyo Ghoul:re,Tokyo Ghoul:re,Tokyo Ghoul:re,,11,tokyoghoul:re011,11,4547,1,5.90,5.90,,Sui Ishida,,192,,,,,,9788832754636,"Seinen, Thriller, Horror","Mentre le Maschere di Pierrot attaccano numerose sedi del comando anti-Ghoul manovrate da Furuta (che gioca così contemporaneamente su due tavoli), la ex-squadra QS cerca di portare avanti gli insegnamenti di Haise Sasaki, nonostante anche loro siano sconcertati dalle azioni di Ken Kaneki e della sua Capra Nera. Ma quello che Kaneki desidera veramente è... ",https://www.j-pop.it/4417-thickbox_default/tokyo-ghoulre-011.jpg,
jpop,,https://www.j-pop.it/flat/4546-flat-006.html,Flat 006,Flat,Flat,Flat,,6,flat006,6,4546,1,5.90,5.90,,Natsu Aogiri,,0,,,,,,9788832753929,"Sentimentale, Seinen, Drammatico","Heisuke, un liceale, viene costretto a farsi carico del cuginetto Aki per un giorno. Abituato a rimane spesso da solo, Aki è un tipo tranquillo, riservato, e cerca di vivere cercando di non creare problemi agli altri. Ma, giorno dopo giorno, Aki inizia ad affezionarsi sempre più a Heisuke, anche considerando che il suo hobby preferito è preparare ottimi dolci... ",https://www.j-pop.it/4416-thickbox_default/flat-006.jpg,
jpop,,https://www.j-pop.it/sword-art-online-mother-s-rosario/4545-sword-art-online-mother-s-rosario-001.html,Sword Art Online - Mother's Rosario 001,Sword Art Online - Mother's Rosario,Sword Art Online - Mother's Rosario,Sword Art Online - Mother's Rosario,,1,swordartonline-mother'srosario001,1,4545,1,6.90,6.90,,Reki Kawahara,Tsubasa Haduki,0,,,,,,9788832751321,"Azione, Shonen, Fantascienza, Videogiochi","Nuovo arco narrativo! Asuna e Kirito decidono di investigare su una misteriosa spadaccina invincibile che sfida i campioni di Aincrad. Sarà questa guerriera a coinvolgerli in una missione indimenticabile, che darà vita a un'avventura toccante.",https://www.j-pop.it/4415-thickbox_default/sword-art-online-mother-s-rosario-001.jpg,
jpop,,https://www.j-pop.it/super-lovers/4544-super-lovers-007.html,Super Lovers 007,Super Lovers,Super Lovers,Super Lovers,,7,superlovers007,7,4544,1,6.50,6.50,,Miyuki Abe,,192,,,,,,9788832754599,"Romantico, boys love","Cosa sta succedendo tra Haru e Ren? Il giovane non ha più tentato di avvicinare il ""fratello"" maggiore, che per questo si è fatto prendere da mille dubbi. Tra loro finirà così, ancora prima che potesse iniziare qualcosa? Ma quando Natsu fa una mossa decisa per conquistare Haru, Ren si fa avanti con ardore!",https://www.j-pop.it/4414-thickbox_default/super-lovers-007.jpg,
jpop,,https://www.j-pop.it/me-my-witch/4543-me-my-witch-006.html,Me & My Witch 006,Me & My Witch,Me & My Witch,Me & My Witch,,6,me&mywitch006,6,4543,1,5.90,5.90,,Shin Arakawa,,0,,,,,,9788832754650,"Azione, Commedia, Shonen","In quella che doveva essere la sua giornata fortunata, lo studente Tsuzuri Enji… è morto. Ma non per molto, perché improvvisamente si è risvegliato con i capelli bianchi e gli occhi rossi. Con una strana ragazza che lo fissa. Ora, dopo combattimenti e avventure, la ""strega"" che lo ha riportato in vita è stata rapita. Come andrà a finire?!",https://www.j-pop.it/4412-thickbox_default/me-my-witch-006.jpg,
jpop,,https://www.j-pop.it/five/4542-five-015.html,Five 015,Five,Five,Five,,15,five015,15,4542,1,4.40,4.40,,Shiori Furukawa,,0,,,,,,9788832754612,"Shojo, Comedy","Hina e Toshi sono finalmente riusciti finalmente a dichiararsi, ma la ragazza sembra non aver capito davvero la situazione. Intanto si avvicina la romantica Vigilia di Natale e... La storia giunge al termine! ",https://www.j-pop.it/4411-thickbox_default/five-015.jpg,
jpop,,https://www.j-pop.it/l-eroe-e-morto/4541-l-eroe-e-morto-007.html,L'Eroe è Morto! 007,L'Eroe è Morto!,L'Eroe è Morto!,L'Eroe è Morto!,,7,l'eroeèmorto!007,7,4541,1,6.00,6.00,,Subaruichi,,192,,,,,,9788832754698,"Fantasy, Seinen, Comedy","Touka e gli altri si recano sull'isola della sapiente Nikola per addestrarsi e aumentare così il proprio potere magico. Ma la sapiente ha altri piani di cui i nostri ""eroi"" sono all'oscuro e intende usarli come cavie contro terribili creature! ",https://www.j-pop.it/4410-thickbox_default/l-eroe-e-morto-007.jpg,
jpop,,https://www.j-pop.it/remember/4540-remember-014.html,Re/Member 014,Re/Member,Re/Member,Re/Member,,14,re/member014,14,4540,1,5.90,5.90,,Welzard,Katsutoshi Murase,0,,,,,,9788832754629,"Seinen, Horror, Action","La conclusione si avvicina! Per scoprire l'identità della ""persona nera e cattiva"", Asuka si dirige verso la villa degli Onoyama con Takahiro e il professore. Lì trovano uno scantinato che nasconde uno scenario terribile... Inoltre, il passato di Haruka verrà rivelato?! ",https://www.j-pop.it/4409-thickbox_default/remember-014.jpg,
jpop,,https://www.j-pop.it/l-impero-delle-otome/4539-l-impero-delle-otome-006.html,L'impero delle Otome 006,L'impero delle Otome,L'impero delle Otome,L'impero delle Otome,,6,l'imperodelleotome006,6,4539,1,6.50,6.50,,Torajiro Kishi,,0,,,,,,9788832754643,"Seinen, Scolastico, Romantico, Ecchi","Atmosfere yuri e amicizie che diventano qualcosa di più... Tra feste di Natale e piccanti penitenze, un altro volume splendidamente disegnato con le ragazze più interessanti e sexy del manga!",https://www.j-pop.it/4408-thickbox_default/l-impero-delle-otome-006.jpg,
jpop,,https://www.j-pop.it/moonlight-act/4538-moonlight-act-025.html,Moonlight Act 025,Moonlight Act,Moonlight Act,Moonlight Act,,25,moonlightact025,25,4538,1,6.90,6.90,,Kazuhiro Fujita,,0,,,,,,9788832754681,"Fantasy, Seinen, Azione","Per proteggere le fiabe dal re Ooimi, Gekko chiede al martello magico di trasformarle in cristalli di ghiaccio. Ma non basta, perché quando i ""visitatori dalla Luna"" arrivano. iniziano a sparire i personaggi di fumetti, serie tv e videogame... ",https://www.j-pop.it/4407-thickbox_default/moonlight-act-025.jpg,
jpop,,https://www.j-pop.it/tableau-gate/4537-tableau-gate-17.html,Tableau Gate 17,Tableau Gate,Tableau Gate,Tableau Gate,,,tableaugate17,17,4537,1,6.90,6.90,,Rika Suzuki,,192,,,,,,9788832754254,"Shojo, Fantasy, Avventura","Lasciate le preoccupazioni inglesi, i nostri eroi si dirigono in Giappone per salvare Lady, rimasta prigioniera di Wheel of Fortune. Nel frattempo The Star rivela il proprio nome! Quali saranno le sue intenzioni? E che cosa aspetterà Satsuki a Tatehama?",https://www.j-pop.it/4406-thickbox_default/tableau-gate-17.jpg,
jpop,,https://www.j-pop.it/the-qwaser-of-stigmata/4536-the-qwaser-of-stigmata-023.html,The Qwaser of Stigmata 023,The Qwaser of Stigmata,The Qwaser of Stigmata,The Qwaser of Stigmata,,23,theqwaserofstigmata023,23,4536,1,6.00,6.00,,Hiroyuki Yoshino,Ken-Etsu Sato,192,,,,,,"INRIASSORTIMENTO,ilprodottopotrebberichiederequalchegiornoinpiùperlaspedizione","Seinen, Azione, Ecchi","Il Progetto Theosis cerca di attivare la soluzione finale seven divergence per eliminare con le proprie mani l'intera razza umana. Big Mum, Lizzy, Tasuku e gli altri sono pronti alla battaglia finale!",https://www.j-pop.it/4405-thickbox_default/the-qwaser-of-stigmata-023.jpg,
jpop,,https://www.j-pop.it/medaka-box-nuova-edizione/4535-medaka-box-nuova-edizione-010.html,Medaka Box - Nuova Edizione 010,Medaka Box - Nuova Edizione,Medaka Box - Nuova Edizione,Medaka Box - Nuova Edizione,,10,medakabox-nuovaedizione010,10,4535,1,5.90,5.90,,Nisioisin,Akira Akatsuki,0,,,,,,9788832753943,"Shonen, Action, NisiOisiN","Durante il combattimento tra tesorieri, il team madre-figlio Hitoyoshi è in difficoltà contro la strategia di Kumagawa e il nuovo Minus di Emukae. Ma i nuovi occhi di Zenkichi potrebbero riequilibrare la situazione!  ",https://www.j-pop.it/4404-thickbox_default/medaka-box-nuova-edizione-010.jpg,
jpop,,https://www.j-pop.it/samurai-drive/4534-samurai-drive-06.html,Samurai Drive 06,Samurai Drive,Samurai Drive,Samurai Drive,,6,samuraidrive06,6,4534,1,5.90,5.90,,Fujiko Kosumi,,192,,,,,,9788868835224,"Avventura, Shonen, Fantascienza","Nel Giappone moderno gli unici autorizzati a portare le spade sono solo i discendenti diretti dei samurai. Ma nella zona dove vive Ibuki si sono diffuse delle voci su un misterioso maestro che attacca i guerrieri. A causa di ciò molti esperti combattenti sono in giro per la città a caccia di questo incredibile spadaccino. Ibuki ha un compagno di classe, Haruma Kokonoe, il più forte spadaccino nel loro club di kendo. Quale sarà la sua vera identità? Cosa nascerà tra i due?",https://www.j-pop.it/4403-thickbox_default/samurai-drive-06.jpg,
